"Device ID",longitude,latitude,battery,pm10,pm2.5,timeDate
10002,23.3434,23.232,34,34,30,17:49:53T21:12:17
10002,23.3434,23.232,34,25,24,17:50:29T21:12:17
10002,23.3434,23.232,34,25,23,17:51:5T21:12:17
10002,23.3434,23.232,34,26,24,17:51:41T21:12:17
10002,23.3434,23.232,34,25,23,17:52:17T21:12:17
10002,23.3434,23.232,34,28,25,17:52:53T21:12:17
10002,23.3434,23.232,34,27,24,18:9:23T21:12:17
10002,23.3434,23.232,34,23,22,18:10:1T21:12:17
10002,23.3434,23.232,34,23,22,18:10:39T21:12:17
10002,23.3434,23.232,34,22,22,18:11:17T21:12:17
10002,23.3434,23.232,34,22,21,18:11:55T21:12:17
10002,23.3434,23.232,34,24,22,18:12:32T21:12:17
10002,23.3434,23.232,34,28,25,18:14:16T21:12:17
10002,23.3434,23.232,34,23,22,18:14:54T21:12:17
10002,23.3434,23.232,34,25,23,18:15:32T21:12:17
10002,23.3434,23.232,34,23,22,18:16:10T21:12:17
10002,23.3434,23.232,34,20,20,18:16:48T21:12:17
10002,23.3434,23.232,34,21,20,18:17:26T21:12:17
10002,23.3434,23.232,34,21,20,18:18:4T21:12:17
10002,23.3434,23.232,34,21,20,18:18:42T21:12:17
10002,23.3434,23.232,34,24,22,18:19:19T21:12:17
10002,23.3434,23.232,34,25,24,18:20:33T21:12:17
10002,23.3434,23.232,34,25,24,18:21:11T21:12:17
10002,23.3434,23.232,34,25,24,18:21:48T21:12:17
10002,23.3434,23.232,34,23,21,18:22:26T21:12:17
10002,23.3434,23.232,34,25,23,18:23:4T21:12:17
10002,23.3434,23.232,34,25,23,18:23:42T21:12:17
10002,23.3434,23.232,34,26,25,18:24:20T21:12:17
10002,23.3434,23.232,34,24,24,18:24:58T21:12:17
10002,23.3434,23.232,34,24,24,18:25:36T21:12:17
10002,23.3434,23.232,34,25,24,18:26:13T21:12:17
10002,23.3434,23.232,34,24,23,18:26:51T21:12:17
10002,23.3434,23.232,34,26,23,18:27:29T21:12:17
10002,23.3434,23.232,34,25,23,18:28:7T21:12:17
10002,23.3434,23.232,34,25,22,18:28:45T21:12:17
10002,23.3434,23.232,34,27,26,18:30:37T21:12:17
10002,23.3434,23.232,34,26,25,18:31:15T21:12:17
10002,23.3434,23.232,34,25,25,18:31:53T21:12:17
10002,23.3434,23.232,34,25,24,18:32:31T21:12:17
10002,23.3434,23.232,34,24,23,18:33:9T21:12:17
10002,23.3434,23.232,34,28,25,18:33:46T21:12:17
10002,23.3434,23.232,34,27,25,18:34:24T21:12:17
10002,23.3434,23.232,34,24,23,18:35:2T21:12:17
10002,23.3434,23.232,34,26,25,18:35:40T21:12:17
10002,23.3434,23.232,34,26,25,18:55:0T21:12:17
10002,23.3434,23.232,34,26,24,18:55:38T21:12:17
10002,23.3434,23.232,34,25,23,18:56:16T21:12:17
10002,23.3434,23.232,34,23,22,18:56:54T21:12:17
10002,23.3434,23.232,34,24,23,18:57:31T21:12:17
10002,23.3434,23.232,34,28,25,18:58:9T21:12:17
10002,23.3434,23.232,34,28,25,18:58:47T21:12:17
10002,23.3434,23.232,34,28,26,18:59:25T21:12:17
10002,23.3434,23.232,34,24,23,19:0:3T21:12:17
10002,23.3434,23.232,34,25,24,19:0:41T21:12:17
10002,23.3434,23.232,34,24,24,19:1:19T21:12:17
10002,23.3434,23.232,34,26,24,19:1:57T21:12:17
10002,23.3434,23.232,34,24,24,19:2:35T21:12:17
10002,23.3434,23.232,34,25,24,19:3:12T21:12:17
10002,23.3434,23.232,34,25,23,19:3:50T21:12:17
10002,23.3434,23.232,34,25,24,19:4:28T21:12:17
10002,23.3434,23.232,34,25,24,19:5:6T21:12:17
10002,23.3434,23.232,34,24,23,19:5:44T21:12:17
10002,23.3434,23.232,34,24,24,19:6:22T21:12:17
10002,23.3434,23.232,34,25,24,19:6:59T21:12:17
10002,23.3434,23.232,34,24,23,19:7:37T21:12:17
10002,23.3434,23.232,34,24,23,19:8:15T21:12:17
10002,23.3434,23.232,34,28,25,19:8:53T21:12:17
10002,23.3434,23.232,34,26,24,19:9:31T21:12:17
10002,23.3434,23.232,34,26,25,19:10:8T21:12:17
10002,23.3434,23.232,34,29,25,19:10:46T21:12:17
10002,23.3434,23.232,34,27,24,19:11:24T21:12:17
10002,23.3434,23.232,34,27,24,19:12:2T21:12:17
10002,23.3434,23.232,34,28,25,19:12:39T21:12:17
10002,23.3434,23.232,34,26,24,19:13:17T21:12:17
10002,23.3434,23.232,34,26,24,19:13:55T21:12:17
10002,23.3434,23.232,34,25,24,19:14:33T21:12:17
10002,23.3434,23.232,34,26,25,19:15:11T21:12:17
10002,23.3434,23.232,34,24,24,19:15:49T21:12:17
10002,23.3434,23.232,34,24,23,19:16:27T21:12:17
10002,23.3434,23.232,34,25,24,19:17:4T21:12:17
10002,23.3434,23.232,34,27,26,19:17:43T21:12:17
10002,23.3434,23.232,34,25,25,19:18:20T21:12:17
10002,23.3434,23.232,34,25,24,19:18:58T21:12:17
10002,23.3434,23.232,34,26,25,19:19:36T21:12:17
10002,23.3434,23.232,34,25,24,19:20:13T21:12:17
10002,23.3434,23.232,34,26,25,19:20:51T21:12:17
10002,23.3434,23.232,34,25,25,19:21:29T21:12:17
10002,23.3434,23.232,34,28,27,19:22:55T21:12:17
10002,23.3434,23.232,34,23,21,19:23:33T21:12:17
10002,23.3434,23.232,34,24,23,19:24:11T21:12:17
10002,23.3434,23.232,34,25,25,19:24:49T21:12:17
10002,23.3434,23.232,34,32,29,19:42:45T21:12:17
10002,23.3434,23.232,34,25,23,19:43:24T21:12:17
10002,23.3434,23.232,34,23,22,19:44:2T21:12:17
10002,23.3434,23.232,34,23,22,19:44:40T21:12:17
10002,23.3434,23.232,34,24,21,19:45:18T21:12:17
10002,23.3434,23.232,34,23,21,19:45:55T21:12:17
10002,23.3434,23.232,34,23,23,19:46:33T21:12:17
10002,23.3434,23.232,34,24,23,19:47:11T21:12:17
10002,23.3434,23.232,34,24,23,19:47:49T21:12:17
10002,23.3434,23.232,34,23,22,19:48:27T21:12:17
10002,23.3434,23.232,34,23,21,19:49:5T21:12:17
10002,23.3434,23.232,34,23,23,19:49:42T21:12:17
10002,23.3434,23.232,34,23,23,19:50:20T21:12:17
10002,23.3434,23.232,34,24,24,19:50:58T21:12:17
10002,23.3434,23.232,34,24,23,19:51:35T21:12:17
10002,23.3434,23.232,34,31,30,12:32:46T22:12:17
10002,23.3434,23.232,34,30,29,12:33:16T22:12:17
10002,23.3434,23.232,34,39,34,14:12:37T27:12:17
10002,23.3434,23.232,34,60,53,14:13:18T27:12:17
10002,23.3434,23.232,34,54,47,14:13:57T27:12:17
10002,23.3434,23.232,34,56,51,14:14:35T27:12:17
10002,23.3434,23.232,34,56,50,14:15:13T27:12:17
10002,23.3434,23.232,34,55,49,14:15:51T27:12:17
10002,23.3434,23.232,34,159,144,14:16:33T27:12:17
10002,23.3434,23.232,34,278,241,14:17:17T27:12:17
10002,23.3434,23.232,34,168,146,14:18:0T27:12:17
10002,23.3434,23.232,34,0,0,14:18:47T27:12:17
10002,23.3434,23.232,34,0,0,14:19:34T27:12:17
10002,23.3434,23.232,34,55,52,14:20:14T27:12:17
10002,23.3434,23.232,34,53,49,14:20:53T27:12:17
10002,23.3434,23.232,34,53,49,14:21:34T27:12:17
10002,23.3434,23.232,34,52,48,14:22:4T27:12:17
10002,23.3434,23.232,34,56,50,14:22:42T27:12:17
10002,23.3434,23.232,34,57,51,14:23:21T27:12:17
10002,23.3434,23.232,34,56,51,14:23:58T27:12:17
10002,23.3434,23.232,34,55,50,14:24:36T27:12:17
10002,23.3434,23.232,34,52,47,14:25:15T27:12:17
10002,23.3434,23.232,34,54,49,14:26:45T27:12:17
10002,23.3434,23.232,34,53,50,14:27:24T27:12:17
10002,23.3434,23.232,34,55,52,14:29:28T27:12:17
10002,23.3434,23.232,34,57,51,14:30:6T27:12:17
10002,23.3434,23.232,34,53,48,14:30:43T27:12:17
10002,23.3434,23.232,34,54,50,14:31:22T27:12:17
10002,23.3434,23.232,34,55,51,14:32:0T27:12:17
10002,23.3434,23.232,34,52,50,14:32:38T27:12:17
10002,23.3434,23.232,34,55,51,14:33:16T27:12:17
10002,23.3434,23.232,34,54,51,14:33:54T27:12:17
10002,23.3434,23.232,34,52,49,14:34:32T27:12:17
10002,23.3434,23.232,34,52,49,14:35:10T27:12:17
10002,23.3434,23.232,34,52,48,14:37:50T27:12:17
10002,23.3434,23.232,34,52,48,14:38:58T27:12:17
10002,23.3434,23.232,34,51,48,14:39:28T27:12:17
10002,23.3434,23.232,34,56,50,14:40:6T27:12:17
10002,23.3434,23.232,34,56,51,14:40:44T27:12:17
10002,23.3434,23.232,34,54,49,14:41:22T27:12:17
10002,23.3434,23.232,34,52,47,14:41:59T27:12:17
10002,23.3434,23.232,34,51,47,14:42:38T27:12:17
10002,23.3434,23.232,34,52,47,14:43:16T27:12:17
10002,23.3434,23.232,34,52,47,14:43:57T27:12:17
10002,23.3434,23.232,34,49,44,14:44:37T27:12:17
10002,23.3434,23.232,34,52,47,14:45:14T27:12:17
10002,23.3434,23.232,34,54,50,14:45:52T27:12:17
10002,23.3434,23.232,34,54,49,14:46:32T27:12:17
10002,23.3434,23.232,34,54,48,14:47:19T27:12:17
10002,23.3434,23.232,34,50,47,14:47:58T27:12:17
10002,23.3434,23.232,34,54,48,14:48:36T27:12:17
10002,23.3434,23.232,34,52,46,14:49:14T27:12:17
10002,23.3434,23.232,34,54,49,14:49:52T27:12:17
10002,23.3434,23.232,34,54,48,14:50:30T27:12:17
10002,23.3434,23.232,34,57,48,14:51:8T27:12:17
10002,23.3434,23.232,34,52,47,14:51:46T27:12:17
10002,23.3434,23.232,34,52,48,14:52:24T27:12:17
10002,23.3434,23.232,34,50,47,14:53:3T27:12:17
10002,23.3434,23.232,34,171,150,14:53:48T27:12:17
10002,23.3434,23.232,34,45,44,14:54:30T27:12:17
10002,23.3434,23.232,34,51,46,14:55:7T27:12:17
10002,23.3434,23.232,34,53,46,14:55:45T27:12:17
10002,23.3434,23.232,34,51,45,14:56:23T27:12:17
10002,23.3434,23.232,34,51,46,14:57:1T27:12:17
10002,23.3434,23.232,34,53,47,14:57:39T27:12:17
10002,23.3434,23.232,34,49,46,14:58:17T27:12:17
10002,23.3434,23.232,34,51,48,14:58:56T27:12:17
10002,23.3434,23.232,34,53,49,14:59:34T27:12:17
10002,23.3434,23.232,34,55,50,15:0:12T27:12:17
10002,23.3434,23.232,34,52,48,15:0:50T27:12:17
10002,23.3434,23.232,34,51,47,15:1:27T27:12:17
10002,23.3434,23.232,34,52,47,15:2:5T27:12:17
10002,23.3434,23.232,34,50,45,15:2:43T27:12:17
10002,23.3434,23.232,34,49,45,15:3:21T27:12:17
10002,23.3434,23.232,34,49,46,15:4:1T27:12:17
10002,23.3434,23.232,34,50,47,15:4:40T27:12:17
10002,23.3434,23.232,34,49,46,15:5:18T27:12:17
10002,23.3434,23.232,34,53,48,15:5:56T27:12:17
10002,23.3434,23.232,34,53,47,15:6:33T27:12:17
10002,23.3434,23.232,34,52,47,15:7:11T27:12:17
10002,23.3434,23.232,34,52,46,15:7:49T27:12:17
10002,23.3434,23.232,34,51,47,15:8:27T27:12:17
10002,23.3434,23.232,34,54,48,15:9:5T27:12:17
10002,23.3434,23.232,34,53,48,15:9:43T27:12:17
10002,23.3434,23.232,34,50,45,15:10:21T27:12:17
10002,23.3434,23.232,34,48,45,15:10:59T27:12:17
10002,23.3434,23.232,34,49,46,15:11:37T27:12:17
10002,23.3434,23.232,34,47,45,15:12:15T27:12:17
10002,23.3434,23.232,34,47,45,15:12:53T27:12:17
10002,23.3434,23.232,34,47,44,15:13:30T27:12:17
10002,23.3434,23.232,34,51,48,15:14:8T27:12:17
10002,23.3434,23.232,34,51,45,15:14:46T27:12:17
10002,23.3434,23.232,34,52,46,15:15:24T27:12:17
10002,23.3434,23.232,34,48,45,15:16:1T27:12:17
10002,23.3434,23.232,34,45,43,15:16:39T27:12:17
10002,23.3434,23.232,34,50,45,15:17:17T27:12:17
10002,23.3434,23.232,34,53,47,15:17:54T27:12:17
10002,23.3434,23.232,34,50,46,15:19:29T27:12:17
10002,23.3434,23.232,34,49,46,15:21:46T27:12:17
10002,23.3434,23.232,34,49,46,15:22:18T27:12:17
10002,23.3434,23.232,34,88,85,15:26:5T27:12:17
10002,23.3434,23.232,34,194,182,15:26:45T27:12:17
10002,23.3434,23.232,34,194,182,15:27:23T27:12:17
10002,23.3434,23.232,34,194,182,15:27:57T27:12:17
10002,23.3434,23.232,34,267,253,15:29:55T27:12:17
10002,23.3434,23.232,34,347,316,15:30:24T27:12:17
10002,23.3434,23.232,34,367,334,15:31:2T27:12:17
10002,23.3434,23.232,34,300,275,15:31:40T27:12:17
10002,23.3434,23.232,34,310,288,15:32:18T27:12:17
10002,23.3434,23.232,34,374,341,15:32:56T27:12:17
10002,23.3434,23.232,34,418,384,15:33:34T27:12:17
10002,23.3434,23.232,34,436,390,15:34:12T27:12:17
10002,23.3434,23.232,34,448,404,15:34:50T27:12:17
10002,23.3434,23.232,34,467,424,15:35:28T27:12:17
10002,23.3434,23.232,34,531,473,15:36:6T27:12:17
10002,23.3434,23.232,34,546,493,15:36:44T27:12:17
10002,23.3434,23.232,34,532,480,15:37:22T27:12:17
10002,23.3434,23.232,34,513,464,15:38:0T27:12:17
10002,23.3434,23.232,34,515,466,15:38:38T27:12:17
10002,23.3434,23.232,34,485,441,15:39:16T27:12:17
10002,23.3434,23.232,34,540,487,15:39:54T27:12:17
10002,23.3434,23.232,34,483,439,15:40:32T27:12:17
10002,23.3434,23.232,34,509,467,15:41:9T27:12:17
10002,23.3434,23.232,34,494,450,15:41:47T27:12:17
10002,23.3434,23.232,34,505,458,15:42:25T27:12:17
10002,23.3434,23.232,34,546,485,15:43:2T27:12:17
10002,23.3434,23.232,34,525,477,15:43:40T27:12:17
10002,23.3434,23.232,34,523,465,15:44:17T27:12:17
10002,23.3434,23.232,34,511,451,15:44:55T27:12:17
10002,23.3434,23.232,34,508,458,15:45:32T27:12:17
10002,23.3434,23.232,34,504,448,15:46:10T27:12:17
10002,23.3434,23.232,34,483,426,15:46:48T27:12:17
10002,23.3434,23.232,34,442,398,15:47:26T27:12:17
10002,23.3434,23.232,34,456,416,15:48:4T27:12:17
10002,23.3434,23.232,34,466,418,15:48:43T27:12:17
10002,23.3434,23.232,34,448,403,15:49:20T27:12:17
10002,23.3434,23.232,34,424,385,15:49:58T27:12:17
10002,23.3434,23.232,34,375,339,15:50:36T27:12:17
10002,23.3434,23.232,34,371,331,15:51:14T27:12:17
10002,23.3434,23.232,34,368,326,15:51:52T27:12:17
10002,23.3434,23.232,34,360,320,15:52:30T27:12:17
10002,23.3434,23.232,34,332,300,15:53:8T27:12:17
10002,23.3434,23.232,34,327,298,15:53:46T27:12:17
10002,23.3434,23.232,34,350,318,15:54:23T27:12:17
10002,23.3434,23.232,34,333,301,15:55:2T27:12:17
10002,23.3434,23.232,34,314,283,15:55:40T27:12:17
10002,23.3434,23.232,34,321,290,15:56:18T27:12:17
10002,23.3434,23.232,34,314,283,15:56:56T27:12:17
10002,23.3434,23.232,34,306,272,15:57:34T27:12:17
10002,23.3434,23.232,34,299,265,15:58:11T27:12:17
10002,23.3434,23.232,34,293,263,15:58:49T27:12:17
10002,23.3434,23.232,34,286,262,15:59:28T27:12:17
10002,23.3434,23.232,34,289,255,16:0:6T27:12:17
10002,23.3434,23.232,34,282,255,16:0:44T27:12:17
10002,23.3434,23.232,34,316,277,16:1:21T27:12:17
10002,23.3434,23.232,34,318,281,16:1:59T27:12:17
10002,23.3434,23.232,34,329,287,16:2:37T27:12:17
10002,23.3434,23.232,34,322,280,16:3:15T27:12:17
10002,23.3434,23.232,34,312,273,16:3:52T27:12:17
10002,23.3434,23.232,34,326,283,16:4:31T27:12:17
10002,23.3434,23.232,34,317,282,16:5:9T27:12:17
10002,23.3434,23.232,34,303,269,16:5:46T27:12:17
10002,23.3434,23.232,34,299,266,16:6:25T27:12:17
10002,23.3434,23.232,34,299,263,16:7:3T27:12:17
10002,23.3434,23.232,34,280,254,16:7:41T27:12:17
10002,23.3434,23.232,34,285,255,16:8:19T27:12:17
10002,23.3434,23.232,34,300,267,16:8:57T27:12:17
10002,23.3434,23.232,34,286,255,16:9:35T27:12:17
10002,23.3434,23.232,34,283,250,16:10:13T27:12:17
10002,23.3434,23.232,34,283,248,16:10:51T27:12:17
10002,23.3434,23.232,34,277,245,16:11:28T27:12:17
10002,23.3434,23.232,34,266,241,16:12:6T27:12:17
10002,23.3434,23.232,34,252,227,16:12:44T27:12:17
10002,23.3434,23.232,34,244,224,16:13:22T27:12:17
10002,23.3434,23.232,34,240,217,16:14:0T27:12:17
10002,23.3434,23.232,34,234,212,16:14:38T27:12:17
10002,23.3434,23.232,34,238,213,16:15:15T27:12:17
10002,23.3434,23.232,34,241,216,16:15:54T27:12:17
10002,23.3434,23.232,34,231,215,16:16:32T27:12:17
10002,23.3434,23.232,34,226,204,16:17:10T27:12:17
10002,23.3434,23.232,34,214,195,16:17:48T27:12:17
10002,23.3434,23.232,34,210,192,16:18:26T27:12:17
10002,23.3434,23.232,34,209,187,16:19:4T27:12:17
10002,23.3434,23.232,34,204,183,16:19:42T27:12:17
10002,23.3434,23.232,34,215,191,16:20:20T27:12:17
10002,23.3434,23.232,34,212,189,16:20:58T27:12:17
10002,23.3434,23.232,34,203,178,16:21:36T27:12:17
10002,23.3434,23.232,34,201,181,16:22:13T27:12:17
10002,23.3434,23.232,34,201,182,16:22:51T27:12:17
10002,23.3434,23.232,34,207,179,16:23:29T27:12:17
10002,23.3434,23.232,34,196,178,16:24:7T27:12:17
10002,23.3434,23.232,34,193,178,16:24:45T27:12:17
10002,23.3434,23.232,34,196,175,16:25:23T27:12:17
10002,23.3434,23.232,34,191,169,16:26:2T27:12:17
10002,23.3434,23.232,34,178,161,16:26:39T27:12:17
10002,23.3434,23.232,34,173,155,16:27:17T27:12:17
10002,23.3434,23.232,34,171,156,16:27:56T27:12:17
10002,23.3434,23.232,34,173,156,16:28:33T27:12:17
10002,23.3434,23.232,34,174,157,16:29:12T27:12:17
10002,23.3434,23.232,34,175,159,16:29:50T27:12:17
10002,23.3434,23.232,34,169,155,16:30:28T27:12:17
10002,23.3434,23.232,34,172,154,16:31:6T27:12:17
10002,23.3434,23.232,34,161,148,16:31:44T27:12:17
10002,23.3434,23.232,34,160,148,16:32:22T27:12:17
10002,23.3434,23.232,34,154,141,16:33:0T27:12:17
10002,23.3434,23.232,34,142,131,16:33:38T27:12:17
10002,23.3434,23.232,34,140,127,16:34:16T27:12:17
10002,23.3434,23.232,34,143,131,16:34:54T27:12:17
10002,23.3434,23.232,34,140,129,16:35:32T27:12:17
10002,23.3434,23.232,34,143,125,16:36:10T27:12:17
10002,23.3434,23.232,34,142,125,16:36:48T27:12:17
10002,23.3434,23.232,34,139,125,16:37:26T27:12:17
10002,23.3434,23.232,34,135,124,16:38:4T27:12:17
10002,23.3434,23.232,34,135,120,16:38:42T27:12:17
10002,23.3434,23.232,34,133,118,16:39:20T27:12:17
10002,23.3434,23.232,34,133,122,16:39:58T27:12:17
10002,23.3434,23.232,34,128,118,16:40:36T27:12:17
10002,23.3434,23.232,34,131,121,16:41:14T27:12:17
10002,23.3434,23.232,34,129,121,16:41:52T27:12:17
10002,23.3434,23.232,34,130,119,16:42:30T27:12:17
